"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Pixelated Metasurfaces For Terahertz Absorption And Polarization Conversion","S. Rai; S. Bhattacharyya; A. Lakhtakia","Department of Electronics Engineering, Indian Institute of Technology (BHU), Varanasi, India; Department of Electronics Engineering, Indian Institute of Technology (BHU), Varanasi, India; Department of Engineering Science and Mechanics, The Pennsylvania State University, University Park, PA, USA",2019 URSI Asia-Pacific Radio Science Conference (AP-RASC),"21 Jun 2019","2019","","","1","1","As electromagnetic research in the terahertz regime is expanding to encompass spectroscopy for medical diagnostics, imaging, security, defense, etc., terahertz metasurfaces are being designed and implemented for absorbers, antennas, cloaks, polarizers, and other devices.","","978-908-25987-5-9","10.23919/URSIAP-RASC.2019.8738754","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8738754","","Permittivity;Image quality;Gold;Absorption;Substrates;Wideband","","","","0","","21 Jun 2019","9-15 March 2019","9-15 March 2019","IEEE","IEEE Conferences"
"Plenary talk 3: Guidance and radiation of metasurface waves","S. Maci","Universita degli Studi di Siena, Siena, Toscana, IT",2017 International Symposium on Antennas and Propagation (ISAP),"21 Dec 2017","2017","","","1","1","Metasurfaces constitute a class of thin metamaterials, which can be used from microwave to optical frequencies to create new electromagnetic engineering devices. They are obtained by a dense periodic texture of small elements printed on a grounded slab. Changing the dimension of the elements, being the sub-wavelength 2D-periodicity equal, gives the visual effect of a pixelated image and the electromagnetic effect of a modulation of the equivalent local reactance. The modulated metasurface reactance (MMR) so obtained is able to transform surface or guided waves into different wavefield configurations with required properties. The MMR allows a local modification of the dispersion equation and, at constant operating frequency, of the local wavevector. Therefore, a metasurface modulation permits addressing the propagation path of a surface wave, according with a generalized Fermat principle, as happen in ray-field propagation in inhomogeneous solid medium. This may serve for designing lenses or point-source driven beam-forming networks. When the MMR exhibits a periodic modulation along the SW wavevector, the wave propagation is accompanied by leakage; i.e., a surface wave is transformed into a leaky-wave, and the structure itself becomes an extremely flat antenna. In every case, introducing asymmetry in the pixel allows for a polarization control.","","978-1-5386-0465-6","10.1109/ISANP.2017.8229086","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8229086","","Optical surface waves;Europe;Electromagnetics;Surface waves;Frequency modulation;Antennas","","","","","IEEE","21 Dec 2017","30 Oct.-2 Nov. 2017","30 Oct.-2 Nov. 2017","IEEE","IEEE Conferences"
"Reconfigurable Metasurfaces for SatCom and 5G","S. Maci","Department of Information Engineering and Mathematics, University of Siena, Siena, Italy",2025 International Conference on Electromagnetics in Advanced Applications (ICEAA),"30 Dec 2025","2025","","","0593","0594","Metasurfaces belong to the category of thin metamaterials and find applications across a wide frequency range, from microwaves to optical frequencies. These surfaces are created by densely arranging small elements on or etching them into a dielectric substrate in a locally periodic distribution. By adjusting the dimensions of these elements while maintaining sub wavelength 2D periodicity, a pixelated visual appearance and an electromagnetic modulation of the equivalent local impedance boundary conditions (IBC) are achieved. The manipulation of IBC allows for localized modifications in the dispersion equation, influencing the local wavevector while maintaining a constant operating frequency. This capability enables the transformation of surface or guided waves into various wavefield configurations with specified properties. This presentation will focus on the control of both surface-waves and space-waves, showcasing examples such as the design of high-gain, low cross-polarization antennas, multibeam antennas, and scanning beam flat lenses. Emphasis will be given to space applications and 5G communication through the use of adaptive metasurfaces (MTSs), featuring dynamically reconfigurable boundary conditions.","2766-2284","979-8-3315-4472-0","10.1109/ICEAA65662.2025.11305880","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11305880","Metasurfaces;Antennas;Wireless communication;SatCom","Wireless communication;Surface impedance;Frequency modulation;Surface waves;5G mobile communication;Metasurfaces;Boundary conditions;Electromagnetics;Antennas;Optical surface waves","","","","16","IEEE","30 Dec 2025","8-12 Sept. 2025","8-12 Sept. 2025","IEEE","IEEE Conferences"
"A 2D Pixelated Optical Beam Scanner Controlled by the Laser Wavelength","W. Bogaerts; S. Dwivedi; R. Jansen; X. Rottenberg; M. S. Dahlem","Photonics Research Group, Ghent University - IMEC, Gent, Belgium; Imec, Leuven, Belgium; Imec, Leuven, Belgium; Imec, Leuven, Belgium; Imec, Leuven, Belgium",IEEE Journal of Selected Topics in Quantum Electronics,"21 Sep 2020","2021","27","1","1","12","We present a chip-based optical beam scanner based on a dispersive optical phased array (OPA) that illuminates the far field with a pixelated pattern. To scale up the OPA to a large number of antennas, we break it up into manageable blocks with acceptable losses. The 2D wavelength scanning within a block is handled by dispersive delay lines. Between blocks, there are no delay lines, and the OPA will only have constructive interference for a discrete set of wavelengths. This results in the far-field illumination of a pixelated pattern along both $x$ and $y$ directions. The sidelobes and the power in the main lobe can be controlled by the power distribution of the individual OPA antennas.","1558-4542","","10.1109/JSTQE.2020.3017230","Scantinel Photonics; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9170765","Phased arrays;beam steering;integrated optics","Task analysis;Biological cells;Encoding;Resource management;Job shop scheduling;Computational modeling","","22","","34","CCBY","18 Aug 2020","Jan.-Feb. 2021","","IEEE","IEEE Journals"
"Prior Knowledge-Guided Generative Deep Learning for Multi-Objective Synthesis of Miniaturized Transmissive Metasurface Elements","Y. Lyu; Z. N. Chen","National University of Singapore, Singapore; National University of Singapore, Singapore",2025 IEEE 13th Asia-Pacific Conference on Antennas and Propagation (APCAP),"30 Oct 2025","2025","","","6","8","A generative deep learning-enabled method has been proposed to efficiently synthesize quasi-freeform miniaturized metacells for dual-polarized wide-angle transmission. A four-layer pixelated metacell with metal vias is developed under a constrained small period, wherein the enriched degrees of freedom (DoF) enhance the potential for high transmission amplitude and wide-range transmission phase shifts under dualpolarized wide-angle incidence. However, the high DoF of these quasi-freeform metacells also poses the time-consuming challenges of searching in a vast solution space for multi-objective synthesis. To address this, multiple types of prior knowledge (PK) are extracted from the design targets to guide the data construction for efficient training and effective synthesizing. A condition generative neural network is proposed to learn the PK-guided dataset and realize a controllable generation for miniaturized metacells using the trained network. Finally, the generated metacells achieve a transmission phase shift range exceeding 297° and a transmission amplitude above 0.75 within a compact period of 0.24 wavelengths under the dual-polarized incoming waves at the incident angles from 0° to 45°.","","979-8-3315-3777-7","10.1109/APCAP65837.2025.11210470","Advanced Research and Technology Innovation Centre (ARTIC); National University of Singapore(grant numbers:ARIS-RP1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11210470","","Wireless communication;Training;Image quality;Deep learning;Neural networks;Metals;Metasurfaces;Antennas and propagation;Sensors;Data mining","","","","11","IEEE","30 Oct 2025","3-7 Aug. 2025","3-7 Aug. 2025","IEEE","IEEE Conferences"
"Binary Particle Swarm Optimization for Design of a Reconfigurable Transmissive Unit Cell","S. Roy; K. J. Vinoy","Department of Electrical Communication Engineering, Indian Institute of Science, Bengaluru, Bengaluru, Karnataka; Department of Electrical Communication Engineering, Indian Institute of Science, Bengaluru, Bengaluru, Karnataka","2024 IEEE Microwaves, Antennas, and Propagation Conference (MAPCON)","20 Mar 2025","2024","","","1","4","Ensuring connectivity between pixels and the switching element on a pixelated unit cell is challenging using binary particle swarm optimization (BPSO). Here, a design approach is formulated to utilize BPSO for a reconfigurable unit cell design, and then a novel random walk-based initialization is proposed to reduce computation cost. The proposed initialization scheme has shown several-fold improvement in the computation time. This approach may be extended for metasurface unit cell designs for various other applications.","","979-8-3503-7969-3","10.1109/MAPCON61407.2024.10923322","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10923322","Binary particle swarm optimization (BPSO);Initialization;Metasurface;Random walk;Reconfigurable;Unit cell optimization;Wideband","Image quality;Microwave antennas;Geometry;Switches;Metasurfaces;Particle swarm optimization;Wideband;Optimization;Convergence;Microwave propagation","","","","12","IEEE","20 Mar 2025","9-13 Dec. 2024","9-13 Dec. 2024","IEEE","IEEE Conferences"
"Time-Modulated Conducting Oxide Metasurfaces for Adaptive Multiple Access Optical Communication","M. M. Salary; H. Mosallaei","Department of Electrical and Computer Engineering, Northeastern University, Boston, USA; Department of Electrical and Computer Engineering, Northeastern University, Boston, USA",IEEE Transactions on Antennas and Propagation,"3 Mar 2020","2020","68","3","1628","1642","We demonstrate realization of a time-modulated metasurface in near-infrared frequency regime via integration of conducting oxide layers into plasmonic stripe nanoantennas arranged in a reflectarray configuration. The permittivity of conducting oxide layers is modulated in time through modulation of carrier concentration by applying radio frequency biasing signals which leads to generation of higher order frequency harmonics. We rigorously characterize the electro-optical frequency conversion performance of the metasurface. We then exploit the dispersionless angle-independent phase discontinuities on the wavefront of higher order frequency harmonics to achieve dynamic multi-wavelength multi-beam scanning across S, C, and L telecommunication bands via pixelated control over the modulation phase delay. It is established that such time-modulated metasurfaces can be utilized as reflectarray antennas for active multicasting as well as wavelength and angle multiplexing, thus improving optical communication capacity by providing multiple access and integrating several communication channels into a single antenna platform. The role of modulation waveform in the spectral diversity of harmonics is also explored. Specifically, modulation waveform is optimized to realize unicast and broadcast links. Finally, active beam-scanning performance of the time-modulated conducting oxide metasurface is compared with that of its quasi-static counterpart verifying the enhanced bandwidth as well as suppressed side lobes in the time-modulated platform.","1558-2221","","10.1109/TAP.2019.2938613","Air Force Office of Scientific Research(grant numbers:FA9550-18-1-0354); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8826586","Metasurfaces;multi-input and multi-output (MIMO);multicasting;multiplexing;time modulation;transparent conducing oxides","Phase modulation;Indium tin oxide;Frequency modulation;Time-frequency analysis;Harmonic analysis;Antennas","","29","","65","IEEE","6 Sep 2019","March 2020","","IEEE","IEEE Journals"
"Cross-Entropy Method for Design and Optimization of Pixelated Metasurfaces","M. Kovaleva; D. Bulger; K. P. Esselle","International Centre for Radio Astronomy Research (ICRAR-Curtin), Curtin University, Bentley, WA, Australia; Department of Mathematics and Statistics, Macquarie University, North Ryde, NSW, Australia; School of Electrical and Data Engineering, University of Technology Sydney, Ultimo, NSW, Australia",IEEE Access,"24 Dec 2020","2020","8","","224922","224931","Electromagnetic metasurfaces are planar two-dimensional metamaterials, typically of subwavelength thickness. Unit cell elements of different shapes have been widely explored, including electric and magnetic dipoles, patches, arbitrary geometries and pixelated surfaces. Although pixelated metasurfaces have a great advantage of geometric versatility, their design and analysis requires algorithmic approach. One of the techniques for their design is via evolutionary simulation-driven optimization. Since full-wave electromagnetic simulations are time-consuming, optimization methods with fast convergence properties are preferable. In this article, we demonstrate the application of the cross-entropy optimization method to design of artificial magnetic conductors (AMCs) and thin printed phase shifters. Single-frequency AMCs at 10 GHz (X band) and dual-frequency AMCs at 8 and 12 GHz (X and Ku band) were produced that are more manufacturing-friendly, and thus cost effective, than previously reported AMCs. We also show that phase-shifting unit cells with transmission magnitudes over 0.9 (linear) can be designed using the proposed optimization technique. Other potential applications of these unit cells are in phase-correcting and beam-steering metasurfaces.","2169-3536","","10.1109/ACCESS.2020.3045188","Australian Government; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9296206","Binary electromagnetic structures;beam steering;cross-entropy optimization;electromagnetic metamaterials;evolutionary computation;maximum likelihood estimation;metasurfaces;microwave propagation;optimization methods;phase shifters","Optimization;Image quality;Periodic structures;Geometry;Genetic algorithms;Electromagnetics;Dielectrics","","15","","34","CCBY","16 Dec 2020","2020","","IEEE","IEEE Journals"
"Ultralow-Loss Reconfigurable Phase-Shifting Metasurface in V Band: A Multiobjective Optimization Approach","P. H. Zapata Cano; E. Vassos; Z. D. Zaharis; P. I. Lazaridis; T. V. Yioultsis; N. V. Kantartzis; A. P. Feresidis","School of Electrical and Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece; Department of Electrical, Electronic and Systems Engineering, University of Birmingham, Birmingham, U.K.; School of Electrical and Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece; School of Computing and Engineering, University of Huddersfield, Huddersfield, U.K.; School of Electrical and Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece; School of Electrical and Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece; Department of Electrical, Electronic and Systems Engineering, University of Birmingham, Birmingham, U.K.",IEEE Transactions on Antennas and Propagation,"14 Feb 2024","2024","72","2","1407","1417","Future generations of satellite and mobile communications at mm-wave frequencies require the use of low-loss and wideband phase-shifting components. Pixelated metasurfaces provide large design versatility and constitute an attractive solution for wave manipulation, such as shifting the phase of an incident wave. However, their design often implies the simultaneous tuning of a large number of geometrical parameters. This article employs an enhanced multiobjective optimization algorithm to design a dynamically reconfigurable metasurface providing ultralow losses and linear phase response. The presented methodology can be easily employed for different objective functions or technologies, constituting a versatile design strategy for electromechanically reconfigurable devices based on pixelated metasurfaces. A prototype is fabricated based on the optimization outcome, achieving a phase shifter capable of providing a continuous phase shift up to 180° between 50 and 65 GHz. A piezo-electric actuator is used to dynamically adjust the phase shift with respect to the position of a metallic ground plane placed in front of the metasurface. A linear evolution of the phase w.r.t. the ground plane displacement is obtained while maintaining the losses around 1 dB for the whole frequency range.","1558-2221","","10.1109/TAP.2023.3335836","European Union through the Horizon 2020 Marie Skłodowska-Curie Innovative Training Networks Program “Mobility and Training for beyond 5G Ecosystems (MOTOR5G)”(grant numbers:861219); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10336718","Millimeter wave;optimization;phase shifter;piezoelectric actuator;pixel metasurface;wave manipulation","Optimization;Metasurfaces;Phase shifters;Image quality;Microwave antenna arrays;Substrates;Phased arrays","","5","","30","CCBYNCND","30 Nov 2023","Feb. 2024","","IEEE","IEEE Journals"
"Ultrawideband and Omnidirectional RCS Reduction by Using Symmetrical Coded Structures","A. Oruji; A. Pesarakloo; M. Khalaj-Amirhosseini","Department of Electrical Engineering, Iran University of Science and Technology, Tehran, Iran; Department of Electrical Engineering, Iran University of Science and Technology, Tehran, Iran; Department of Electrical Engineering, Iran University of Science and Technology, Tehran, Iran",IEEE Antennas and Wireless Propagation Letters,"6 Jul 2020","2020","19","7","1236","1240","In this letter, a planar structure for ultrawideband and omnidirectional radar cross section (RCS) reduction is designed. The means of omnidirectional is the capability of RCS reduction in all of φ in certain θ . To achieve this, the theory of diffraction in periodic structures as well as symmetrical pixelated geometry of unit cell are employed. According to this theory, the dimension of unit cell is larger than one wavelength, which induces multiple Floquet harmonics each in certain direction and causes diffusion in scattering. Addition of symmetry to the geometry of unit cell causes the omnidirectional RCS reduction; besides, pixelating of geometry is optimized with the goal of wideband RCS reduction. Finally, a 2 × 2 array of this unit cell is simulated and fabricated.","1548-5757","","10.1109/LAWP.2020.2996297","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9098078","Diffraction periodic structure;radar cross section (RCS) reduction;scattering diffusion;symmetrical geometry","Optimization;Bandwidth;Geometry;Periodic structures;Scattering;Encoding;Radar cross-sections","","19","","20","IEEE","21 May 2020","July 2020","","IEEE","IEEE Journals"
"Generative Deep Learning-Enabled Multiobjective Synthesis of Dual-Polarized Wide-Angle Loop-Family Frequency-Selective Surfaces","Y. Lyu; Y. Hong; Z. N. Chen","Department of Electrical and Computer Engineering, National University of Singapore, Queenstown, Singapore; Department of Electrical and Computer Engineering, National University of Singapore, Queenstown, Singapore; Department of Electrical and Computer Engineering, National University of Singapore, Queenstown, Singapore",IEEE Transactions on Antennas and Propagation,"22 Jan 2026","2026","74","1","456","466","A generative deep learning (GDL)-enabled approach is developed for the multiobjective synthesis of dual-polarized wide-angle loop-family frequency-selective surfaces (FSSs) by proposing a multichannel conditional generative adversarial network (MC-cGAN). The initial FSS topology and pattern generation rules are derived to equip the high-degree-of-freedom pixelated elements with the increased capability to achieve the desired objectives. The FSS topology comprises five layers of resonant and nonresonant loop-family slots and four substrates in a compact period of 0.22 wavelengths. The pattern generation rules incorporate the initial topology’s structural features while considering sensitive interlayer mutual coupling. MC-cGAN utilizes dual channels to learn multilayer FSS patterns with varying feature-sensitive regions and integrates weighted model updates guided by generation rules. After training, the generator synthesizes diverse designs by inputting performance indicators as condition vectors. The prototype of GDL-enabled FSSs experimentally realized a passband from 2.5 to 3 GHz with in-band insertion loss <2.6 dB, preband suppression >31 dB from 0.5 to 2.3 GHz, and roll-off from −3 to −10 dB over a band narrower than 0.08 GHz simultaneously, under a dual-polarized incidence at the angle from 0° to 60°.","1558-2221","","10.1109/TAP.2025.3616767","Project Funded by the Advanced Research and Technology Innovation Centre (ARTIC), National University of Singapore(grant numbers:ARIS-RP1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11196004","Deep learning (DL);dual polarization;frequency-selective surfaces (FSSs);generative design;wide angle","Topology;Passband;Resonators;Network topology;Image quality;Atomic layer deposition;Training;Strips;Mutual coupling;Frequency selective surfaces","","","","51","IEEE","7 Oct 2025","Jan. 2026","","IEEE","IEEE Journals"
"Multifunctional Radome-Based Frequency Selective Surface Composites for Stealth Applications","D. -J. Yun; I. -J. Hwang; H. Jung; J. -H. Kim; I. -H. Lee; M. -S. Kim; J. -C. Lee; Y. -P. Hong","Korea Research Institute of Standards and Science, Daejeon, South Korea; Korea Research Institute of Standards and Science, Daejeon, South Korea; Korea Research Institute of Standards and Science, Daejeon, South Korea; Korea Research Institute of Standards and Science, Daejeon, South Korea; Korea Research Institute of Standards and Science, Daejeon, South Korea; Agency for Defense Development, Daejeon, South Korea; Agency for Defense Development, Daejeon, South Korea; Korea Research Institute of Standards and Science, Daejeon, South Korea",IEEE Antennas and Wireless Propagation Letters,"2 Dec 2025","2025","24","11","4303","4307","In this letter, we propose multifunctional radome-based frequency selective surface (FSS) composites for stealth applications. The proposed composite simultaneously implements bandstop characteristics in the X band and bandpass characteristics in the K and Ka bands. The composite consists of a sandwich structure, where two FSS layers are separated by a constant spacing. Thick dielectric materials with higher permittivity and loss tangent than air degrade the filtering performance. We thus performed conformational space annealing-based optimization on both the FSS shape and dimension, resulting in a miniaturized pixelated FSS. This approach effectively addresses the downward shift in the resonance frequency by employing an FSS that is 22% smaller than a standalone FSS. We validated the proposed composite through simulations and measurements under varying polarizations and incident angles. The proposed composite achieved insertion losses greater than 20 dB across the entire X band at a 45° oblique incidence in transverse electric mode. Under transverse magnetic mode at a 30° oblique incidence, the composite allowed transmission in the dual K band and Ka band while maintaining insertion losses below −18 dB within the stop-band.","1548-5757","","10.1109/LAWP.2025.3575347","Agency for Defense Development Grant(grant numbers:UI230011JD); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11018823","Frequency selective surfaces (FSSs);multifunctional;radomes;stealth","Radomes;Insertion loss;Resonant frequency;Ka-band;Dielectrics;Dielectric losses;Permittivity;Bandwidth;K-band;Image quality","","1","","33","IEEE","30 May 2025","Nov. 2025","","IEEE","IEEE Journals"
"Experimental Evaluation of Passive 2D Optical Beam Scanners for FMCW LiDAR Applications","M. Kandil; M. Prost; A. Lebanov; J. O. Kjellman; W. Bogaerts; M. S. Dahlem",NA; NA; NA; NA; NA; NA,ECOC 2024; 50th European Conference on Optical Communication,"17 Mar 2025","2024","","","1639","1642","We present the first experimental demonstration of a pixelated dispersive optical phased array (DOPA). For the same aperture design, the fabricated pixelated DOPA shows improved side lobe suppression ratio compared to the continuous DOPA by up to −6 dB around 1550nm.","","978-3-8007-6426-6","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10926640","","","","","","","","17 Mar 2025","22-26 Sept. 2024","22-26 Sept. 2024","VDE","VDE Conferences"
"RHC-Based Systematic Design of a Wide-Angle Periodic Coded THz Reflectarray","P. Yousefi; A. Khajeh; A. Yahaghi; K. Hosseini","Department of Electrical and Information Engineering, Polytechnic University of Bari Via Orabona 4, Bari, Italy; School of Electrical and Computer Engineering, Shiraz University, Shiraz, Iran; School of Electrical and Computer Engineering, Shiraz University, Shiraz, Iran; Department of Electronics and Communication Engineering, Faculty of Engineering, University of Kurdistan, Sanandaj, Kurdistan, Iran",2024 11th International Symposium on Telecommunications (IST),"21 Jan 2025","2024","","","1","5","A reflectarray designed by Random Hill Climbing (RHC) optimization process is demonstrated and simulated. On the basis of top layer effect on reflection phase and exploiting the relation between phase distribution and the direction of the reflected beam, six pixelated subcells are optimized for two incident angle waves simultaneously. The far field plot shows that for beams of incident angles 19.471° and 41.81° and in the precincts of them the reflectarray deflects the incident waves into reflections close to normal to the reflectarray surface. This shows a proximate independency of incident wave angle for the reflectarray in a certain angular range. The proposed cells provide 342° reflection phase range. Also, the reflection loss of the cell for the incident angles 19.471° and 41.81° are -1.9 dB and -1.4 dB, respectively. The pattern gain and fractional bandwidth for a finite reflectarray of size $300 \lambda \times 150 \lambda$ are reported to be 19.44 dB and $\mathbf{2 5 \%}$ for the incident angle 19.471°, and 19.17 dB and $\mathbf{3 0 \%}$ for the incident angle 41.81°.","","979-8-3503-5625-0","10.1109/IST64061.2024.10843591","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10843591","Deflection;reflectarray;RHC optimization;subcell","Image quality;Gold;Systematics;Surface waves;Bandwidth;Reflection;Telecommunications;Planning;Optimization;Gain","","","","28","IEEE","21 Jan 2025","9-10 Oct. 2024","9-10 Oct. 2024","IEEE","IEEE Conferences"
"Maintenance-Free Wireless Sensor Networks for Infrastructure Monitoring","T. Ussmueller; D. Gunjic; M. Fischer; M. Renzler; D. Mair","Microelectronics and Implantable Systems, University of Innsbruck, Innsbruck, Austria; Microelectronics and Implantable Systems, University of Innsbruck, Innsbruck, Austria; Microelectronics and Implantable Systems, University of Innsbruck, Innsbruck, Austria; Microelectronics and Implantable Systems, University of Innsbruck, Innsbruck, Austria; Microelectronics and Implantable Systems, University of Innsbruck, Innsbruck, Austria",2023 International Conference on Electromagnetics in Advanced Applications (ICEAA),"31 Oct 2023","2023","","","237","241","This paper proposes a solution for wireless monitoring of concrete structures using batteryless wireless sensor nodes based on UHF RFID technology. The system comprises a reader device and one or more wireless sensor nodes, which are connected to various sensors. The wireless sensor nodes are powered by the reader, and the communication protocol is based on ISO 18000-63. An external chloride sensor is used to gauge the concentration of chloride ions, which indicate the degree of corrosion of the concrete structure. The proposed system eliminates the need for cables or batteries and allows for data collection in hard-to-reach areas. To ensure reliable operation of the system, an automated antenna design methodology has been proposed that utilizes a pixelated structure based on a cross-shaped pattern. The methodology employs an evolutionary algorithm to generate an initial population of antenna designs, which are subjected to electromagnetic simulation using a commercial simulation tool. The performance of the sensor platform was evaluated in concrete blocks, and the results demonstrate the effectiveness of the proposed approach for monitoring concrete structures.","2766-2284","979-8-3503-2058-9","10.1109/ICEAA57318.2023.10297947","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10297947","wireless sensor networks;infrastructure monitoring;UHF RFID","Wireless communication;Wireless sensor networks;Protocols;Moisture measurement;Sociology;Reliability engineering;Electromagnetics","","","","17","IEEE","31 Oct 2023","9-13 Oct. 2023","9-13 Oct. 2023","IEEE","IEEE Conferences"
"Semi-Supervised Latent Diffusion Model: Reverse Design of Dual-Polarization Frequency-Selective Metasurface","H. Shan; T. Jiang","Department of Information and Communication Engineering, Harbin Engineering University, Harbin, China; Department of Information and Communication Engineering, Harbin Engineering University, Harbin, China",IEEE Transactions on Antennas and Propagation,"31 Oct 2025","2025","73","11","8852","8862","To avoid the complex design process for the pixelate frequency-selective metasurface, a semi-supervised latent diffusion model (S-LDM) is proposed in this article. S-LDM uses polarization-independent TE and TM spectrums to guide the denoising of random Gaussian noise, and a semi-supervised learning strategy is adopted for training the latent diffusion model (LDM). First, the modified National Institute of Standards and Technology (MNIST) dataset and its extended version are selected for constructing the polarization-independence frequency-selective metasurface with asymmetry  $28\times 28$  pixelates. Then, an autoencoder (AE) network is adopted to compress the  $28\times 28$  metasurface pattern (MSP) into an  $8\times 8$  latent space, and such compression method has effectively shortened the training time. Next, pseudolabels for unlabeled data are constructed, and their loss values are added as dynamic regularization weights in the total loss function. In doing so, S-LDM generates more precise metasurfaces than supervised training. Full-wave simulation results demonstrate that the dual-polarization frequency-selective metasurfaces can be accurately reverse-generated based on the desired TE–TM spectrum in the test dataset. Reverse design metasurfaces have also been successfully achieved by randomly generating Gaussian spectrums with various frequency-selective and polarization capabilities. Finally, a real-world metasurface is fabricated by S-LDM. The measurement results of this metasurface show the obvious dual-polarization frequency-selective characteristic.","1558-2221","","10.1109/TAP.2025.3590566","National Key Research and Development Program of China(grant numbers:2022YFE0123600); Key Laboratory of Advanced Marine Communication and Information Technology, Ministry of Industry and Information Technology, Harbin Engineering University, Harbin, China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11096023","Autoencoder (AE);dynamic regularization;frequency-selective metasurface;latent diffusion;semi-supervise","Metasurfaces;Training;Diffusion models;Image quality;Noise reduction;Resonant frequency;Frequency measurement;Deep learning;Reflection;Information technology","","1","","39","IEEE","24 Jul 2025","Nov. 2025","","IEEE","IEEE Journals"
"AI-Assisted Deep-Learning-Based Design of High-Efficiency Class F Power Amplifiers","H. Zhou; H. Chang; D. Widén; L. Fornstedt; G. Melin; C. Fager","Department of Microtechnology and Nanoscience, Chalmers University of Technology, Gothenburg, Sweden; Department of Microtechnology and Nanoscience, Chalmers University of Technology, Gothenburg, Sweden; Department of Microtechnology and Nanoscience, Chalmers University of Technology, Gothenburg, Sweden; Department of Microtechnology and Nanoscience, Chalmers University of Technology, Gothenburg, Sweden; Department of Microtechnology and Nanoscience, Chalmers University of Technology, Gothenburg, Sweden; Department of Microtechnology and Nanoscience, Chalmers University of Technology, Gothenburg, Sweden",IEEE Microwave and Wireless Technology Letters,"17 Jun 2025","2025","35","6","690","693","This article presents a deep-learning-based approach for designing Class F power amplifiers (PAs). We use convolutional neural networks (CNNs) to predict the scattering parameters of pixelated electromagnetic (EM) layouts. Using a CNN-based surrogate model and an evolutionary algorithm, we synthesize complex Class F output networks. As a proof of concept, we implement a gallium nitride (GaN) HEMT Class F PA, achieving a measured output power of 41.6 dBm and a drain efficiency of 74% at 2.9 GHz. The prototype also linearly reproduces a 20-MHz modulated signal with an 8.5-dB peak-to-average power ratio (PAPR), achieving an adjacent channel leakage ratio (ACLR) of −50.7 dBc with digital predistortion (DPD). To the best of our knowledge, this is the first deep-learning-based Class F PA design using pixelated layout structures.","2771-9588","","10.1109/LMWT.2025.3552495","EUREKA EURIPIDES2 InnoStar Project (Innovative Systems and Automated Design for 5G/6G Connectivity and Radar Applications)(grant numbers:2021-0405); Sweden's Innovation Agency (VINNOVA), Sivers Semiconductors, and Chalmers University of Technology(grant numbers:2022-00863); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10948016","Artificial intelligence (AI);Class F;deep learning;energy efficiency;gallium nitride (GaN);harmonic tuning;machine learning;power amplifier (PA);waveform engineering","Prototypes;Image quality;Scattering parameters;Power amplifiers;Layout;Integrated circuit modeling;Wireless communication;Gallium nitride;Frequency measurement;Antennas","","5","","22","CCBY","2 Apr 2025","June 2025","","IEEE","IEEE Journals"
