"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"LTE Device Radio Frequency Fingerprints Blind Extraction Based on Temporal-Frequency Domain PRACH Signals","D. Li; X. Yang; A. Hu; F. Zhou; O. A. Dobre","School of Cyber Science and Engineering, Southeast University, Nanjing, China; School of Cyber Science and Engineering, Southeast University, Nanjing, China; School of Information Science and Engineering, Southeast University, Nanjing, China; College of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Department of Electrical and Computer Engineering, Memorial University, St. John's, NL, Canada",IEEE Transactions on Vehicular Technology,"17 Oct 2023","2023","72","10","13229","13242","A frequency-domain cepstrum correlation and temporal transient filtered radio frequency fingerprints (RFF) blind extraction method is proposed for long term evolution uplink device authentication in this work. With the merits of the constant-modulus nature of the Zadoff-Chu (ZC) sequence and the cyclic prefix (CP) structure of the physical random access channel (PRACH) frame, the device RFF integrated in both the frequency-domain ZC sequence and the transient ramp-on/ramp-off sequences are extracted. For the frequency-domain RFF extraction, the cepstrum of the ZC sequence is calculated to enlarge the gap between the constant RFF and the random fading effects, and the correlation between two cepstrum fragments is then calculated to mitigate the random fading components. For the temporal RFF extraction, the ramp-on and ramp-off features induced by the device-specific power amplifier are extracted by exploiting the CP structure of the PRACH frame, where the CP part and the duplicate part are adaptively filtered and the final adapted weight of the least mean square filter is used as RFF. No prior PRACH parameter knowledge is required in RFF extraction and both the frequency-domain and the temporal RFF are combined as the input of the convolutional neural network to enhance the classification accuracy. With four-months sampling of PRACH signals emitted from universal software radio peripheral devices, the experimental results show that the authentication accuracy of the proposed combined RFF can reach as high as 99.9% in the line-of-sight (LOS) scenario and 99.6% in the non-LOS scenario.","1939-9359","","10.1109/TVT.2023.3277036","National Natural Science Foundation of China(grant numbers:62071250,62222107,62071223,62031012); National Key Research and Development Program of China(grant numbers:2022YFB3904404); Fundamental Research Funds for the Central Universities(grant numbers:2242022R40030); Natural Science Foundation of the Jiangsu Higher Education Institutions of China(grant numbers:20KJB510033); Natural Sciences and Engineering Research Council of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10128727","Physical-layer security;radio frequency fingerprints;impersonation attack;long term evolution","Long Term Evolution;Feature extraction;Authentication;Programmable logic arrays;Frequency-domain analysis;Cepstrum;Fading channels","","18","","28","IEEE","17 May 2023","Oct. 2023","","IEEE","IEEE Journals"
"Feature model to product architectures: Applying MDE to Software Product Lines","D. Perovich; P. O. Rossel; M. C. Bastarrica","CS Department, Universidad de Chile, Santiago, Chile; CS Department, Universidad de Chile, Santiago, Chile; CS Department, Universidad de Chile, Santiago, Chile",2009 Joint Working IEEE/IFIP Conference on Software Architecture & European Conference on Software Architecture,"23 Oct 2009","2009","","","201","210","A Software Product Line (SPL) is a portfolio of products that targets a particular domain. Feature Models are generally used for modeling domain knowledge including variability within SPLs. The Product Line Architecture (PLA) defines the structure that all potential products in the SPL share. Designing a good PLA is challenging since different products may require different characteristics, and it is difficult to achieve an acceptable trade-off. In this paper we apply Model-Driven Engineering techniques for systematizing the Domain Engineering stage to enable the automation of the Application Engineering stage. We use features to modularize architectural decisions and we encode them as model transformations that render the fragment of the product architecture that addresses the features. Then, we make the rationale explicit, and we enhance evolvability and incrementality diminishing design complexity. Product implementation is derived by means of generators analogously. We show our approach by developing a Meshing Tool SPL.","","978-1-4244-4984-2","10.1109/WICSA.2009.5290806","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5290806","","Computer architecture;Model driven engineering;Programmable logic arrays;Maintenance engineering;Production;Portfolios;Systems engineering and theory;Automation;Software systems;Asset management","","15","","29","IEEE","23 Oct 2009","14-17 Sept. 2009","14-17 Sept. 2009","IEEE","IEEE Conferences"
"On the placement and granularity of FPGA configurations","U. Malik; O. Diessel","School of Computer Science and Engineering, University of New South Wales, Sydney, Australia; School of Computer Science and Engineering, University of New South Wales, Sydney, Australia",Proceedings. 2004 IEEE International Conference on Field- Programmable Technology (IEEE Cat. No.04EX921),"14 Feb 2005","2004","","","161","168","Dynamic FPGA reconfiguration represents an overhead that can be critical to the performance of a realised circuit. To address this problem, This work presents a technique that is applicable at the times of loading the configuration data on the device. The technique involves reusing the on-chip configuration fragments to implement the next configuration thereby reducing the amount of data that must be externally transferred to the configuration memory. This work provides an analysis of the effect of circuit placement and configuration granularity on configuration reuse. The problem of finding placements of each circuit in a sequence of circuits so as to maximize configuration re-use is considered in detail. A greedy solution to this NP complete problem was found to reduce configuration overheads by less than 5% for a benchmark set. The effect of configuration granularity on configuration reuse was also considered and it was found that reducing the size of the unit of configuration allowed us to reduce the size of the benchmark configurations by 41%.","","0-7803-8651-5","10.1109/FPT.2004.1393264","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1393264","","Field programmable gate arrays;Circuits;Australia;Embedded system;Computer science;Real time systems;Operating systems;Tail;Petroleum;Electronics packaging","","11","","23","IEEE","14 Feb 2005","6-8 Dec. 2004","6-8 Dec. 2004","IEEE","IEEE Conferences"
"Verifying equivalence of memories using a first order logic theorem prover","Z. Khasidashvili; M. Kinanah; A. Voronkov","Intel Israel (74) Limited, Haifa, Israel; Intel Israel (74) Limited, Haifa, Israel; Computer Science Department, University of Manchester, Institute of Science and Technology, UK",2009 Formal Methods in Computer-Aided Design,"11 Dec 2009","2009","","","128","135","We propose a new method for equivalence checking of RTL and schematic descriptions of memories using translation into first-order logic. Our method is based on a powerful abstraction of memories and address decoders within them. We propose two ways of axiomatizing some of the bit-vector operations, decoders, and memories. The first axiomatization uses an algebra of operations on bit-vectors. The second axiomatization considers a bit-vector as a unary relation and memory as a relation of larger arity. For some designs, including real-life designs, the second axiomatization results in a first-order problem falling into a known decidable fragment of first-order logic and suitable for solving by modern first-order provers. Equivalence of real-life memories can be verified in seconds with our approach.","","978-1-4244-4966-8","10.1109/FMCAD.2009.5351132","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5351132","","Decoding;Memory management;Hardware design languages;Logic design;Boolean functions;Logic arrays;Debugging;Computer science;Algebra;Transistors","","8","","22","IEEE","11 Dec 2009","15-18 Nov. 2009","15-18 Nov. 2009","IEEE","IEEE Conferences"
"Protein Structure Prediction on GPU: A Declarative Approach in a Multi-agent Framework","F. Campeotto; A. Dovier; E. Pontelli","DIMI, University of Udine, Udine, Italy; DIMI, University of Udine, Udine, Italy; New Mexico State University, Las Cruces, NM, USA",2013 42nd International Conference on Parallel Processing,"19 Dec 2013","2013","","","474","479","This paper provides a novel perspective in the Protein Structure Prediction (PSP) problem. The PSP problem focuses on determining putative 3D structures of a protein starting from its primary sequence. The proposed approach relies on a multi-agents approach, where concurrent agents explore the folding of different parts of a protein. The strength of the approach lies in the agents' ability to apply different types of knowledge (expressed in the form of declarative constraints) to prune the local space of folding alternatives. The paper demonstrates the suitability of a GPU approach to implement such multi-agent infrastructure, with significant improvements in speed and quality of solutions w.r.t. other methods (e.g., based on fragments assembly approaches).","2332-5690","978-0-7695-5117-3","10.1109/ICPP.2013.57","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6687381","GPU;Constraint Programming;Protein Structure Prediction","Proteins;Graphics processing units;Amino acids;Instruction sets;Kernel;Periodic structures;Arrays","","7","","18","IEEE","19 Dec 2013","1-4 Oct. 2013","1-4 Oct. 2013","IEEE","IEEE Conferences"
"2D defragmentation heuristics for hardware multitasking on reconfigurable devices","J. Septien; H. Mecha; D. Mozos; J. Tabero","Universidad Complutense de Madrid, Madrid, Spain; Universidad Complutense de Madrid, Madrid, Spain; Universidad Complutense de Madrid, Madrid, Spain; Instituto Nacional de Técnica Aeroespacial, Madrid, Spain",Proceedings 20th IEEE International Parallel & Distributed Processing Symposium,"26 Jun 2006","2006","","","7 pp.","","This paper focuses on the fragmentation problem produced in 2D run-time reconfigurable FPGAs when hardware multitasking management is considered. Though allocation heuristics can take fragmentation into account when a new task arrives, the free area becomes inevitably fragmented as the tasks finish and exit the FPGA. The main contributions of our work are a fragmentation metric able to estimate when the FPGA fragmentation status has become critical, and several heuristics to decide when to perform defragmentation and how to perform it. This defragmentation heuristics can be of a preventive kind, driven by alarms that fire when isolated islands appear or a high fragmentation status is reached. It can be also an on-demand process produced when a task allocation fails though there is enough free area in the FPGA to accommodate it.","1530-2075","1-4244-0054-6","10.1109/IPDPS.2006.1639432","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1639432","","Hardware;Multitasking;Field programmable gate arrays;Resource management;Runtime;Fires;Time factors;Multiprocessor interconnection networks","","7","","19","IEEE","26 Jun 2006","25-29 April 2006","25-29 April 2006","IEEE","IEEE Conferences"
"Accelerating Genome Assembly Using Hard Embedded Blocks in FPGAs","B. S. C. Varma; K. Paul; M. Balakrishnan","Department of Computer Science and Engineering, Indian Institute of Technology Delhi, New-Delhi, India; Department of Computer Science and Engineering, Indian Institute of Technology Delhi, New-Delhi, India; Department of Computer Science and Engineering, Indian Institute of Technology Delhi, New-Delhi, India",2014 27th International Conference on VLSI Design and 2014 13th International Conference on Embedded Systems,"6 Feb 2014","2014","","","306","311","Modern FPGAs consist of a number of Hard Embedded Blocks (HEBs) like BRAMs, DSPs, PCI controllers, etc. for performing specialized operations/functions. This helps in developing efficient architectures for accelerating compute intensive kernels. Computational genomics is a fairly recent domain which helps in the understanding of the biological properties of an organism with applications in medicine, evolutionary biology and social sciences. A key problem in this research domain is the assembly of DNA sequences obtained from sequencing machines. Next Generation DNA Sequencing (NGS) technologies generate a large number of short fragments (sequences) of fixed length known as reads, which are a part of the genome sequence being assembled. It is computationally very time consuming to assemble these short reads to form the genome sequence purely with software. FPGAs have been effectively used to build accelerators to speed up the computation process. In this paper, we propose HEBs to accelerate the genome assembly process. We show 20% increase in speedups using FPGAs with HEBs over existing FPGA implementation. Speedups of up-to 11x can be obtained over Velvet [1] which is a commonly used software implementation.","2380-6923","978-1-4799-2513-1","10.1109/VLSID.2014.59","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6733148","FPGA based Acceleration;Hard Embedded Blocks;Genome Assembly;NGS assembly","Field programmable gate arrays;Genomics;Bioinformatics;Assembly;Acceleration;Software;Vectors","","6","","19","IEEE","6 Feb 2014","5-9 Jan. 2014","5-9 Jan. 2014","IEEE","IEEE Conferences"
"Discovering Structure in Unstructured I/O","J. He; J. Bent; A. Torres; G. Grider; G. Gibson; C. Maltzahn; X. -H. Sun","Department of Mechanical Engineering, Indian Institute of Technology Gandhinagar (IITGN), India; Department of Mechanical Engineering, Indian Institute of Technology Gandhinagar (IITGN), India; NA; NA; NA; NA; NA","2012 SC Companion: High Performance Computing, Networking Storage and Analysis","11 Apr 2013","2012","","","1","6","Checkpointing is the predominant storage driver in today's petascale supercomputers and is expected to remain as such in tomorrow's exascale supercomputers. Users typically prefer to checkpoint into a shared file yet parallel file systems often perform poorly for shared file writing. A powerful technique to address this problem is to transparently transform shared file writing into many exclusively written as is done in ADIOS and PLFS. Unfortunately, the metadata to reconstruct the fragments into the original file grows with the number of writers. As such, the current approach cannot scale to exaflop supercomputers due to the large overhead of creating and reassembling the metadata. In this paper, we develop and evaluate algorithms by which patterns in the PLFS metadata can be discovered and then used to replace the current metadata. Our evaluation shows that these patterns reduce the size of the metadata by several orders of magnitude, increase the performance of writes by up to 40 percent, and the performance of reads by up to 480 percent. This contribution therefore can allow current checkpointing models to survive the transition from peta- to exascale.","","978-0-7695-4956-9","10.1109/SC.Companion.2012.11","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6495793","pattern;structure;I/O;metadata;parallel file system;PLFS","Indexes;Writing;Metadata;Arrays;Supercomputers;Checkpointing;Transforms;Periodic structures;Memory management;File systems","","6","","26","IEEE","11 Apr 2013","10-16 Nov. 2012","10-16 Nov. 2012","IEEE","IEEE Conferences"
"AC-Suffix-Tree: Buffer Free String Matching on Out-of-Sequence Packets","X. Chen; K. Ge; Z. Chen; J. Li","Department of Automation, Tsinghua University, Beijing, China; Department of Automation, Tsinghua University, Beijing, China; Research Institute of Information Technology, Tsinghua National Laboratory for Information Science and Technology, Beijing, China; Research Institute of Information Technology, Tsinghua National Laboratory for Information Science and Technology, Beijing, China",2011 ACM/IEEE Seventh Symposium on Architectures for Networking and Communications Systems,"31 Oct 2011","2011","","","36","44","TCP and IP fragmentation can be used to evade signature detection at Intrusion Detection/Prevention System (IDS / IPS). Such fragments may arrive out-of-sequence to escape from being detected by the string matching algorithm of IDS / IPS. The common defense is buffering and reassembling packets. However, buffering of out-of-sequence packets can become impractical on high speed links due to limited fast memory capacity, especially when the concurrent flows are in large quantity, or extremely disordered in circumstances such as attacks. So such buffering strategy is vulnerable to memory exhausting denial of service (DoS). In this paper, AC-Suffix-Tree, a buffer free scheme for string matching is proposed, which detects patterns across out-of-sequence packets without buffering and reassembly. This novel algorithm associates the classical Aho-Corasick (AC) algorithm with a pattern suffix tree to search patterns with only the state numbers of AC automaton and suffix tree stored. It demands significantly less memory than buffering the packets themselves. Therefore the IDS can resist memory exhausting DoS attack. AC-Suffix-Tree consumes 1-2 orders of magnitude less memory than buffering the entire packet, and it has the same temporal complexity as AC algorithm when there are no out-of-sequence packets.","","978-1-4577-1454-2","10.1109/ANCS.2011.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6062710","String Matching;Packet Reordering;Network Security","Doped fiber amplifiers;Pattern matching;Automata;Arrays;Complexity theory;Security","","6","","12","IEEE","31 Oct 2011","3-4 Oct. 2011","3-4 Oct. 2011","IEEE","IEEE Conferences"
"Implementation of XcalableMP Device Acceleration Extention with OpenCL","T. Nomizu; D. Takahashi; J. Lee; T. Boku; M. Sato","Graduate School of Systems and Information Engineering, University of Tsukuba, Japan; Center for Computational Sciences, Faculty of Engineering, Information and Systems, University of Tsukuba, Japan; Graduate School of Systems and Information Engineering, University of Tsukuba, Japan; Center for Computational Sciences, Faculty of Engineering, Information and Systems, University of Tsukuba, Japan; Center for Computational Sciences, Faculty of Engineering, Information and Systems, University of Tsukuba, Japan",2012 IEEE 26th International Parallel and Distributed Processing Symposium Workshops & PhD Forum,"20 Aug 2012","2012","","","2394","2403","Due to their outstanding computational performance, many acceleration devices, such as GPUs, the Cell Broadband Engine (Cell/B.E.), and multi-core computing are attracting a lot of attention in the field of high-performance computing. Although there are many programming models and languages de-signed for programming accelerators, such as CUDA, AMD Accelerated Parallel Processing (AMD APP), and OpenCL, these models remain difficult and complex. Furthermore, when programming for accelerator-enhanced clusters, we have to use an inter-node programming interface, such as MPI to coordinate the nodes. In order to address these problems and reduce complexity, an extension to XcalableMP (XMP), a PGAS language, for use on accelerator-enhanced clusters, called XcalableMP Device Acceleration Extension (XMP-dev), is proposed. In XMP-dev, a global distributed data is mapped onto distributed memory of each accelerator, and a fragment of codes can be of-floaded to execute in a set of accelerators. It eliminates the complex programming between nodes and accelerators and between nodes. In this paper, we present an implementation of the XMP-dev runtime library with the OpenCL APIs, while the previous implementation targets CUDA-only. Since OpenCL is a standardized interface supported for various kinds of accelerators, it improves the portability of XMP-dev and reduces the cost of development. In the result of performance evaluation, we show that the OpenCL implementation of XMP-dev can generate portable programs that can run on not only NVIDIA GPU-enhanced clusters but also various accelerator-enhanced clusters.","","978-1-4673-0974-5","10.1109/IPDPSW.2012.296","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6270611","Cluster;Accelerator;OpenCL","Graphics processing unit;Acceleration;Kernel;Programming;Synchronization;Arrays","","5","","20","IEEE","20 Aug 2012","21-25 May 2012","21-25 May 2012","IEEE","IEEE Conferences"
"Virtual network embedding with border matching","Xuzhou Chen; Yan Luo; Jie Wang","Department of Computer Science, Fitchburg State University, Fitchburg, MA, USA; Department of Electrical and Computer Engineering, University of Massachusetts, Lowell, Lowell, MA, USA; Department of Computer Science, University of Massachusetts, Lowell, Lowell, MA, USA",2012 Fourth International Conference on Communication Systems and Networks (COMSNETS 2012),"13 Feb 2012","2012","","","1","8","A major challenge in virtual network embedding is to find an efficient mapping of each virtual network (VN) to the nodes and links in the substrate network (SN) so that the residual SN can host as many VN requests as possible. This network optimization problem has been shown to be NP hard. In this paper we propose a “border matching” mechanism in VN embedding, which is shown to outperform a number of existing VN embedding algorithms. In particular, we devise an iterative algorithm called “VNE-B”. Typical VN embedding algorithms may cause fragmentations of the substrate network, i.e. the substrate resources are fragmented into small isolated pieces, making it unable to meet larger future VN requests. VNE-B starts the mapping from the “border” nodes of both VNs and the SN for reducing fragmentation of SN resources. Our experimental evaluations show that VN embedding algorithms with VNE-B result in more efficient mappings and thus fewer rejections for VN requests. We also visualize the residual SN to demonstrate the effectiveness of VNE-B.","2155-2509","978-1-4673-0298-2","10.1109/COMSNETS.2012.6151356","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6151356","","Substrates;Tin;Arrays;Bandwidth;Topology;Resource management;Sorting","","4","","25","IEEE","13 Feb 2012","3-7 Jan. 2012","3-7 Jan. 2012","IEEE","IEEE Conferences"
"BPS: A Balanced Partial Stripe Write Scheme to Improve the Write Performance of RAID-6","C. Du; C. Wu; J. Li; M. Guo; X. He","Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Electrical and Computer Engineering, Virginia Commonwealth University, VA, USA",2015 IEEE International Conference on Cluster Computing,"29 Oct 2015","2015","","","204","213","Nowadays RAID is widely used due to its large capacity, high performance and high reliability. With the increasing requirement of reliability in storage systems and fast development of cloud computing, RAID-6, which can tolerate concurrent failures of any two disks, receives more attention than ever. However, the write performance of RAID-6 systems is a bottleneck to serve various applications. In the last two decades, many approaches are proposed to enhance the write performance of RAID-6, but they have several limitations, such as unbalanced I/O distribution and high I/O cost. To address this problem, in this paper, we propose a Balanced Partial Stripe (BPS) write scheme to improve the write performance of RAID-6 systems. The basic idea of BPS is reorganizing the distribution of write data blocks according to a global point of view on modified parities, and flushing these blocks to storage devices at once. Therefore, it can significantly reduce the total number of parity updates and balance the I/O workload. BPS has three main advantages: 1) BPS decreases the number of I/O operations and aggregate the fragmented I/Os, which improves the I/O performance, 2) BPS provides a balanced partial stripe write approach for RAID-6, 3) BPS can be applied with various erasure codes. To demonstrate the effectiveness of our scheme, we conduct simulations on DiskSim to evaluate different partial stripe write approaches. The results show that, compared to typical partial stripe write approaches, BPS reduces the average access time by up to 37.14%, and decreases the number of write operations by up to 26.24%.","2168-9253","978-1-4673-6598-7","10.1109/CLUSTER.2015.39","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7307586","RAID-6;MDS Codes;Performance Evaluation;Load Balancing;Partial Stripe Writet","Layout;Arrays;Reliability;Optimization;Aggregates;Computer science;Cloud computing","","3","","40","IEEE","29 Oct 2015","8-11 Sept. 2015","8-11 Sept. 2015","IEEE","IEEE Conferences"
"Code block segmentation hardware architecture for LTE-Advanced","K. G. Lenzi; J. A. B. Filho; F. A. P. Figueiredo","DRC-Convergent Networks Department, CPqD-Research and Development Center on Telecommunication, Campinas, Sao Paulo, Brazil; DRC-Convergent Networks Department, CPqD-Research and Development Center on Telecommunication, Campinas, Sao Paulo, Brazil; DRC-Convergent Networks Department, CPqD-Research and Development Center on Telecommunication, Campinas, Sao Paulo, Brazil",2013 IEEE Wireless Communications and Networking Conference (WCNC),"15 Jul 2013","2013","","","3312","3317","A very efficient algorithm and hardware architecture for code block segmentation used on LTE-Advanced channel coding physical layer (PHY) is presented in this paper. Code block segmentation is a generic procedure which is commonly applied before turbo encoding. Its main function is to fragment a large transport block into smaller code blocks. This approach reduces memory requirements of the turbo code interleaver, without compromising its coding gain, since turbo encoder improves its performance as the size of the code block increases. The current work presents not only an optimized procedure with reduced computational complexity, but also an architecture with very low resource count, regarding ASIC or FPGA implementations, performing at a maximum frequency of 351 MHz on a FPGA architecture.","1558-2612","978-1-4673-5939-9","10.1109/WCNC.2013.6555094","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6555094","LTE;code block segmentation;hardware design;FPGA","Computer architecture;Hardware;Field programmable gate arrays;Optimization;Algorithm design and analysis;Encoding;Standards","","3","","29","IEEE","15 Jul 2013","7-10 April 2013","7-10 April 2013","IEEE","IEEE Conferences"
"A Novel Energy-Efficient Resource Allocation Approach in Limited Fronthaul Virtualized C-RANs","P. Luong; C. Despins; F. Gagnon; L. -N. Tran",Ecole de Technologie Supérieure; Ecole de Technologie Supérieure; Ecole de Technologie Supérieure; University College Dublin,2018 IEEE 87th Vehicular Technology Conference (VTC Spring),"26 Jul 2018","2018","","","1","6","We consider the downlink virtualized cloud-radio access networks (C-RANs) with limited capacity fronthaul. A novel virtual computing resource allocation (VCRA) which can dynamically split the users workload into smaller fragments to be served by virtual machines is presented. Under the proposed scheme, we aim at maximizing the network energy efficiency (EE) by a joint design of virtual computing resources, transmit beamforming, remote radio head (RRH) selection, and RRH-user association, considering rate dependent fronthaul power consumption model. The formulated problem is generally combinatorial and NP-hard. For an appealing solution approach, we resort to the difference of convex algorithm (DCA) to solve the continuous relaxed problem. In particular, Lipschitz continuity is derived for non-convex parts to arrive at a sequence of convex quadratic programs, which can be solved efficiently by modern convex solvers. Finally, a post-processing procedure is proposed to obtain a high-performance feasible solution from the continuous relaxation. Numerical results show that the proposed algorithms converge rapidly and the proposed scheme significantly improves the network EE compared to the existing schemes.","2577-2465","978-1-5386-6355-4","10.1109/VTCSpring.2018.8417648","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417648","","Resource management;Power demand;Array signal processing;Computational modeling;Time factors;Quality of service;Servers","","3","","11","IEEE","26 Jul 2018","3-6 June 2018","3-6 June 2018","IEEE","IEEE Conferences"
"An Example of PCB Reverse Engineering - Reconstruction of Digilent JTAG SMT3 Schematic","M. Bartík; T. Beneš; K. Hynek",CTU FIT; CTU FIT; CTU FIT,"2019 IEEE 7th IEEE Workshop on Advances in Information, Electronic and Electrical Engineering (AIEEE)","3 Feb 2020","2019","","","1","8","This paper presents a successful reverse engineering process of Digilent JTAG-SMT3-NC module, revealing the identity of all key components. The reconstruction required a deep knowledge of PCB (Printed Circuit Board) design and manufacturing process and knowledge of (elementary) function principles and behavior of the examined device. We were able to reveal 80% of schematic via analysis of publicly available resources such as original high-resolution images and BOM (Bill of Material) fragments. The remaining 20% were obtained by non-invasive test equipment such as multi-meter and microscope. The reconstructed schematic has been verified by designing our own PCB implementing the original SMT3 function.","","978-1-7281-6730-5","10.1109/AIEEE48629.2019.8977100","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8977100","Xilinx;FPGA;JTAG;Digilent;SMT3;Reverse;Engineering;PCB;FTDI","Manufacturing processes;Microscopy;Printed circuits;Reverse engineering;Bills of materials;Maintenance engineering;Universal Serial Bus;Test equipment;Image reconstruction;Field programmable gate arrays","","2","","42","IEEE","3 Feb 2020","15-16 Nov. 2019","15-16 Nov. 2019","IEEE","IEEE Conferences"
"Multiple core PLC CPU with tight thread synchronization","A. Milik; M. Chmiel; E. Hrynkiewicz","Department of Automatic Control, Electronics and Computer Science Silesian University of Technology; Department of Automatic Control, Electronics and Computer Science Silesian University of Technology; Department of Automatic Control, Electronics and Computer Science Silesian University of Technology",2016 International Conference on Signals and Electronic Systems (ICSES),"20 Oct 2016","2016","","","253","258","The paper presents the architecture of PLC CPU consisting of multiple cores enabling parallel processing of control algorithms. Control programs consist of many program fragments that are suitable for parallel execution. Proposed architecture is constructed from independent logic and arithmetic units. They share common data memories of respective types. In order to enable tight coupling of processing a semaphored memory was proposed. This idea combines the memory with semaphore control. The data flow among processors is controlled by semaphored memory that is a part of global memory space. Correctness of the design was verified by FPGA implementation. Architecture is not intended for manual programming. A respective compiler has been developed that outlines are shortly given.","","978-1-5090-2667-8","10.1109/ICSES.2016.7593861","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7593861","Programmable Logic Controller;CPU;FPGA;multithreaded architecture","Synchronization;Computer architecture;Field programmable gate arrays;Standards;Hardware;Instruction sets","","1","","21","IEEE","20 Oct 2016","5-7 Sept. 2016","5-7 Sept. 2016","IEEE","IEEE Conferences"
"On the Performance of Code Block Segmentation for LTE-Advanced: An In-Depth Analysis","K. Lenzi; F. A. P. Figueiredo; J. A. B. Filho; F. L. Figueiredo","DRC - Convergent Networks Department, CPqD - Research and Development Center on Telecommunication, Campinas, SP, Brazil; DRC - Convergent Networks Department, CPqD - Research and Development Center on Telecommunication, Campinas, SP, Brazil; DRC - Convergent Networks Department, CPqD - Research and Development Center on Telecommunication, Campinas, SP, Brazil; DRC - Convergent Networks Department, CPqD - Research and Development Center on Telecommunication, Campinas, SP, Brazil",2013 25th International Symposium on Computer Architecture and High Performance Computing,"9 Jan 2014","2013","","","200","205","In our previous work, we presented a brief analysis of the performance of the code block segmentation procedure adopted by the 3GPP LTE Advanced Standard as part of its physical layer channel coding scheme. Here, an in-depth analysis of its performance is offered together with a new approach to the LTE-Advanced code block segmentation. Code block segmentation is a generic procedure applied before turbo encoding whose function is to fragment a large transport block into smaller code blocks, reducing memory requirements. Analysis showed that only 39% of all transport blocks need segmentation. Results based on two different architectures, one focused on a DSP and the other on an FPGA, provided a speedup of 80 times over the original procedure with a total resources count of 166 slices, maximum frequency of 392 MHz and with very low latency.","1550-6533","978-1-4799-2928-3","10.1109/SBAC-PAD.2013.25","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6702598","LTE;code block segmentation;code optimization;architecture design;DSP;FPGA","Computer architecture;Clocks;Long Term Evolution;Encoding;Optimization;Field programmable gate arrays;Hardware","","1","","16","IEEE","9 Jan 2014","23-26 Oct. 2013","23-26 Oct. 2013","IEEE","IEEE Conferences"
