"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A New MAC Mechanism for Priority Differentiation in Multi-hop IVC Networks","H. Xie; Y. Cui; H. Xu","School of telecominunication engineering, Beijing University of Posts and Telecommunications (BUPT), Beijing, P. R. C; School of telecominunication engineering, Beijing University of Posts and Telecommunications (BUPT), Beijing, P. R. C; School of telecominunication engineering, Beijing University of Posts and Telecommunications (BUPT), Beijing, P. R. C",2006 6th International Conference on ITS Telecommunications,"22 Jan 2007","2006","","","1079","1082","Inter-vehicle communication (IVC) technique is getting increasing attention. Inspired by cross-layer design, receiver-initiated MAC and fragment burst of IEEE 802.11, a new MAC protocol supporting priority differentiation for IVC based on IEEE 802.11 is proposed in this paper. With this approach, top priority applications can be relayed from source car to destination with minimum contentions, redundant overhead such as require-to-send (RTS) and distributed inter-fame space (DIES) is also retrenched. Another new term named relay-interruption can introduce more contention for lower priority applications and traditional IEEE 802.11 four-way frame exchange is applied for lowest priority traffic. Simulation demonstrates the feasibility of the proposed approach","","0-7803-9586-7","10.1109/ITST.2006.288774","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4068773","","Spread spectrum communication;Media Access Protocol;Ad hoc networks;Mobile ad hoc networks;Paper technology;Switches;Telecommunications;Cross layer design;Relays;Traffic control","","1","","14","IEEE","22 Jan 2007","21-23 June 2006","21-23 June 2006","IEEE","IEEE Conferences"
"Estimation of Electromagnetic Background Created by Equipment of Cellular Radio Networks in Urban Areas with High Spatial Density of Subscribers","A. Svistunov","EMC R&D laboratory Belarusian State University of Informatics and Radioelectronics, Minsk, Belarus",2018 International Symposium on Electromagnetic Compatibility (EMC EUROPE),"8 Oct 2018","2018","","","184","189","The estimation of electromagnetic background level created by mobile and base stations of cellular communication networks on urban areas with high terrestrial density of subscribers (in places of their gathering) are made. Analysis was executed by behavior simulation of GSM cellular radio network fragment with use of three-dimensional multibeam model of radio wave propagation (X3D Ray model) and three-dimensional topological model of typical urban area fragment with buildings height of 6-20 m at mobile stations allocation inside and out of buildings. Results have been performed for different terrestrial density of subscribers and base stations antenna height. It is concluded that in places of cellular communications subscribers gathering mobile stations electromagnetic radiation can make essential contribution to the total electromagnetic background level created by cellular communication equipment and other electromagnetic radiation sources on business hours. In conditions of shading places of people gathering by buildings and at high level of intranetwork interference (poor intranetwork EMC) the electromagnetic background level created by mobile equipment can exceed maximum permissible level.","2325-0364","978-1-4673-9698-1","10.1109/EMCEurope.2018.8485109","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8485109","Intrasystem EMC;cellular communication base and mobile stations;electromagnetic safety;electromagnetic background","Estimation;Urban areas;Electromagnetic compatibility;Solid modeling;Electromagnetics;Floors","","6","","14","IEEE","8 Oct 2018","27-30 Aug. 2018","27-30 Aug. 2018","IEEE","IEEE Conferences"
"Doppler Shift Estimation for Millimeter-Wave Communication Systems on High-Speed Railways","C. Zhang; G. Wang; M. Jia; R. He; L. Zhou; B. Ai","School of Electronic and Information Engineering, Beijing Jiaotong University, Beijing, China; Beijing Key Lab of Transportation Data Analysis and Mining, School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; Department of Information Engineering, Beijing Polytechnic College, Beijing, China; State Key Laboratory of Rail Traffic Control and Safety, Beijing Jiaotong University, Beijing, China; School of Information, Beijing Wuzi University, Beijing, China; State Key Laboratory of Rail Traffic Control and Safety, Beijing Jiaotong University, Beijing, China",IEEE Access,"3 Apr 2019","2019","7","","40454","40462","The millimeter-wave (mmWave) technology is one possible solution to addressing the explosive requirements for mobile data access on high-speed railways (HSRs). However, utilizing the mmWave technology on HSRs will result in large Doppler shifts, which should be estimated and compensated. Traditional Doppler shift estimators, such as the cyclic prefix (CP)-based estimator (CPBE), the two-training-symbol-based estimator (TBE), and the best linear unbiased estimator (BLUE), have inferior estimation accuracy especially at low signal-to-noise ratio (SNR). In this paper, we, therefore, propose three new Doppler shift estimators for mmWave communication systems on HSRs: a radio environment map (REM)-based estimator (RBE) derived from the maximum a posteriori algorithm; an equally-divided structure-based estimator (ESBE) that divides the effective orthogonal frequency-division multiplexing symbol (OFDM) into multiple equal fragments; and an enhanced ESBE (EESBE) that takes the results of RBE as a priori knowledge. Simulation results show that these three algorithms outperform existing Doppler shift estimators in mmWave communication systems on HSRs.","2169-3536","","10.1109/ACCESS.2018.2861889","Beijing Polytechnic College(grant numbers:BGZYKY 201823); Beijing Intelligent Logistics System Collaborative Innovation Center; Key Laboratory of Universal Wireless Communications, Ministry of Education, BUPT, China(grant numbers:KFKT-2018104); National Natural Science Foundation of China(grant numbers:61571037); Fundamental Research Funds for the Central Universities(grant numbers:2016JBZ006); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424341","Doppler shift;high-speed railway (HSR);maximum a posteriori (MAP);maximum likelihood (ML);millimeter-wave (mmWave);radio environment map (REM)","Doppler shift;Antennas;OFDM;Wireless communication;Estimation;Rail transportation","","21","","18","OAPA","2 Aug 2018","2019","","IEEE","IEEE Journals"
"Motion Compensation Processing of Airborne SAR Data","P. Guccione; C. Cafforio","Dipartimento di Elettrotecnica ed Elettronica, Politecnico di Bari, Bari, Italy; Dipartimento di Elettrotecnica ed Elettronica, Politecnico di Bari, Bari, Italy",IGARSS 2008 - 2008 IEEE International Geoscience and Remote Sensing Symposium,"10 Feb 2009","2008","3","","III - 1154","III - 1157","This paper presents a motion compensation algorithm to focus high resolution SAR data taken from an airborne sensor. The basic idea is to fragment the sensor trajectory into smaller segments that can be modelled as linear or quadratic. The synthetic antenna is then considered as an array of smaller subarrays. The algorithm can easily adapt and trade efficiency for sensor path irregularity. In fact the algorithm is more efficient if the segments are longer. Experimental results with real airborne data confirm the correctness of the approach.","2153-7003","978-1-4244-2807-6","10.1109/IGARSS.2008.4779560","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4779560","SAR;Motion compensation;wavenumber domain","Motion compensation;Focusing;History;Global Positioning System;Image segmentation;Antenna arrays;Chirp;Image sensors;Azimuth;Navigation","","4","","6","IEEE","10 Feb 2009","7-11 July 2008","7-11 July 2008","IEEE","IEEE Conferences"
"Early second millennium settlement landscape in the Nami Region, Israel, revealed by GPR investigations","Y. Salmon; L. Conyers; H. Jol; M. Artzy","Hatter Laboratory, University of Haifa, Haifa, Israel; Department of Anthropology, University of Denver; Departments of Geography and Anthropology, University of Wisconsin-Eau Claire, Eau Claire, WI, USA; Hatter Laboratory, University of Haifa, Haifa, Israel",Proceedings of the 15th International Conference on Ground Penetrating Radar,"4 Dec 2014","2014","","","60","65","The establishment of the settlement at the start of the 2nd millennium BCE in the Nami region of Israel marks the beginning of a new era of human habitation in this region, following a hiatus of ca 500 years. Tel Nami was deserted ca. 200 years later, not to be settled again for another 400 years or more. Nami is in a system that combines wetlands and coastal depositional packages of marine and aeolian sediments in addition to archaeological features. These environments are very complex in terms of their geophysical (dielectric) properties. In addition, the proximity to the sea and the intrusion of seawater to the subterranean medium creates areas with high high salinity (conductive) and high water content values. Four areas were selected for GPR data collection to create amplitude maps and collected with 400MHz and 270MHz antennas. A total of 7,450 sq meters of data was collected. Each of the grids shows a complex series of depositional units from different environments that provide a framework of ancient habitations. In two 3D surveys, archaeological features were detected, indicating fragments of walls and floors. Under them, in one instance high reflective features were detected. These are likely aeolianite sandstone, in contrast to low reflective limestone, the usual building material of the site of the period. This slab might indicate a Middle bronze tomb covered by a stele.","","978-1-4799-6789-6","10.1109/ICGPR.2014.6970385","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6970385","","Sea surface;Antennas","","2","","9","IEEE","4 Dec 2014","30 June-4 July 2014","30 June-4 July 2014","IEEE","IEEE Conferences"
"FeatureIDE: Taming the Preprocessor Wilderness","J. Meinicke; T. Thüm; R. Schröter; S. Krieter; F. Benduhn; G. Saake; T. Leich","METOP GmbH, Germany; TU Braunschweig, Germany; University of Magdeburg, Germany; University of Magdeburg, Germany; University of Magdeburg, Germany; University of Magdeburg, Germany; METOP GmbH, Germany",2016 IEEE/ACM 38th International Conference on Software Engineering Companion (ICSE-C),"23 Mar 2017","2016","","","629","632","Preprocessors are a common way to implement variability in software. They are used in numerous software systems, such as operating systems and databases. Due to the ability of preprocessors to enable and disable code fragments, not all parts of the program are active at the same time. Thus, programmers and tools need to handle the interactions resulting from annotations in the program. With our Eclipse-based tool FeatureIDE, we provide tool support to tackle multiple challenges with preprocessors, such as code comprehension, feature traceability, separation of concerns, and program analysis. With FeatureIDE, instead of focusing on one particular preprocessor, we provide tool support, which can easily be adopted for further preprocessors. Currently, we support development with CPP, Antenna, and Munge.","","978-1-4503-4205-6","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7883357","Preprocessor;Feature Traceability;Code Analysis","Color;Software;Feature extraction;Testing;Collaboration;Measurement;Antennas","","1","","18","","23 Mar 2017","14-22 May 2016","14-22 May 2016","IEEE","IEEE Conferences"
"Power and area efficient hold time fixing by free metal segment allocation","W. -L. Chiu; I. H. -R. Jiang; C. -P. Lu; Y. -T. Chang","Department of Electronics Engineering, National Chiao Tung University, Hsinchu, Taiwan; Department of Electronics Engineering, National Chiao Tung University, Hsinchu, Taiwan; Media Tek Inc., Hsinchu, Taiwan; Media Tek Inc., Hsinchu, Taiwan",2017 54th ACM/EDAC/IEEE Design Automation Conference (DAC),"9 Oct 2017","2017","","","1","6","Hold time fixing ensures correct data synchronization, which is essential and serves as the final step of timing closure for IC design. Conventionally, buffer insertion is adopted to fix hold time violations; buffers, however, induce routing difficulty, increase area utilization, and contribute leakage power. Therefore, in this paper, we propose to fix hold time violations by free metal segment allocation for achieving leakage power efficiency and maintaining utilization for mobile and portable devices. At the final step of timing closure, free metal segments and hold violating nets are both fragmented and scattered over the design. We thus partition a design and perform minimum cost network flow to assign proper free metal segments to hold violating nets. Our experiments are conducted on six industrial smartphone designs with TSMC 16nm process, and our results show that compared with the conventional buffer insertion method, our approach can reduce 37% hold time buffer area, promising for saving leakage power and maintaining area utilization-suited to the final step of timing closure.","","978-1-4503-4927-7","10.1145/3061639.3062303","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8060436","Timing closure;hold time fixing;free metal segments","Metals;Delays;Resource management;Routing;Merging;Antennas","","","","22","","9 Oct 2017","18-22 June 2017","18-22 June 2017","IEEE","IEEE Conferences"
"Applications of self-interference cancellation in 5G and beyond","S. Hong; J. Brand; J. I. Choi; M. Jain; J. Mehlman; S. Katti; P. Levis",Kumu Networks; Kumu Networks; Kumu Networks; Kumu Networks; Kumu Networks; Kumu Networks and Stanford University; Kumu Networks and Stanford University,IEEE Communications Magazine,"12 Feb 2014","2014","52","2","114","121","Self-interference cancellation invalidates a long-held fundamental assumption in wireless network design that radios can only operate in half duplex mode on the same channel. Beyond enabling true in-band full duplex, which effectively doubles spectral efficiency, self-interference cancellation tremendously simplifies spectrum management. Not only does it render entire ecosystems like TD-LTE obsolete, it enables future networks to leverage fragmented spectrum, a pressing global issue that will continue to worsen in 5G networks. Self-interference cancellation offers the potential to complement and sustain the evolution of 5G technologies toward denser heterogeneous networks and can be utilized in wireless communication systems in multiple ways, including increased link capacity, spectrum virtualization, any-division duplexing (ADD), novel relay solutions, and enhanced interference coordination. By virtue of its fundamental nature, self-interference cancellation will have a tremendous impact on 5G networks and beyond.","1558-1896","","10.1109/MCOM.2014.6736751","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6736751","","Interference cancellation;Next generation networking;Wireless communication;Receivers;Baseband;Multiaccess communication","","692","32","14","IEEE","12 Feb 2014","February 2014","","IEEE","IEEE Magazines"
"Routing and Packet Scheduling For Virtualized Disaggregate Functions in 5G O-RAN Fronthaul","C. C. Zhang; K. K. Nguyen; M. Cheriet","École de technologie supérieure, Université du Québec, Montreal, Canada; École de technologie supérieure, Université du Québec, Montreal, Canada; École de technologie supérieure, Université du Québec, Montreal, Canada",2021 IEEE Global Communications Conference (GLOBECOM),"2 Feb 2022","2021","","","1","6","Open Radio Access Network (O-RAN) is an innovative RAN architecture designed to revolutionize 5G and beyond mobile networks. O-RAN virtualizes the fronthaul network functions into O-RAN Centralized Unit (O-CU), O-RAN Distributed Unit (O-DU) and O-RAN Radio Unit (O-RU). Unfortunately, no standard data communication mechanism has been defined for the communication between these elements. Therefore, O-DUs may not work efficiently in O-DU pool, limiting the RAN performance. This paper investigates an optimized solution for routing and packet scheduling, allowing multiple O-DU pools to communicate with their O-RUs meeting the requirements of different 5G classes of service. We propose an O-DU pool architecture and formulate the problem of optimal routing and packet scheduling to forward Orthogonal Frequency-Division Multiplexing (OFDM) symbols over the optimal routes and map UDP packet sizes to fragment OFDM symbols. Numerical results show our solution can select the optimal routes and packet sizes to carry requested traffic. Moreover, in the multiple O-DU pools coexisting, we use the Dynamic Programming (DP) algorithm to find out the optimal global solution and a greedy algorithm to approximate the solution in near real-time.","","978-1-7281-8104-2","10.1109/GLOBECOM46510.2021.9685802","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9685802","O-RAN;5G;Routing;Packet scheduling","Greedy algorithms;5G mobile communication;Scheduling algorithms;OFDM;Simulation;Routing;Approximation algorithms","","3","","9","IEEE","2 Feb 2022","7-11 Dec. 2021","7-11 Dec. 2021","IEEE","IEEE Conferences"
"Decomposition method for complex target RCS measuring","A. Maslovskiy; N. Kolchigin; M. Legenkiy; M. Antyufeyeva","Department of Theoretical Radiophysics, V.N.Karazin Kharkiv National University, Kharkiv, Ukraine; Department of Theoretical Radiophysics, V.N.Karazin Kharkiv National University, Kharkiv, Ukraine; Department of Theoretical Radiophysics, V.N.Karazin Kharkiv National University, Kharkiv, Ukraine; Department of Theoretical Radiophysics, V.N.Karazin Kharkiv National University, Kharkiv, Ukraine",2017 IEEE First Ukraine Conference on Electrical and Computer Engineering (UKRCON),"9 Nov 2017","2017","","","156","159","In this paper a method of monostatic RCS measuring in real conditions for complex shaped objects is proposed. The basic idea of the method is to provide measuring in near field zone for different parts of the object (fragments) separately. This technique is titled ""decomposition method"". After such measurements all RCS data are summed and one can obtain the average RCS of investigated object. Such method is much more accessible in comparison with natural measurements in far field zone. In this paper the decomposition method is tested numerically. For this a model of complex shape object (tank T-90) is divided into the fragments for some direction of view. It is shown that the sum of RCS of the fragments is close to the full object RCS for corresponding direction.","","978-1-5090-3006-4","10.1109/UKRCON.2017.8100451","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8100451","RCS;complex target;radar detectability;RCS measurements","Radar cross-sections;Radar antennas;Shape;Conferences","","3","","14","IEEE","9 Nov 2017","29 May-2 June 2017","29 May-2 June 2017","IEEE","IEEE Conferences"
"Trajectory Planning of Autonomous Vehicles to Ensure Target QoS Requirements in 6G Mobile Networks","I. Ullah; H. E. Sayed; A. A. Dowhuszko; M. A. Khan; J. Hämäläinen","College of Information Technology, United Arab Emirates University, Abu Dhabi, United Arab Emirates; College of Information Technology, United Arab Emirates University, Abu Dhabi, United Arab Emirates; Department of Information and Communications Engineering, Aalto University, Espoo, Finland; Nokia Bell Laboratories, Holmdel, NJ, USA; Department of Information and Communications Engineering, Aalto University, Espoo, Finland",IEEE Access,"3 Mar 2025","2025","13","","37361","37369","The rollout of future 6G mobile networks is expected to deliver cutting-edge services with ultra-fast speeds, minimal latency and widespread connectivity. To support these target Quality-of-Service (QoS) requirements, Intelligent Transportation Systems involving self-driving vehicles should be designed to facilitate the autonomous driving operations to be decided in the 6G edge/core network, while providing seamless and immersive high bandwidth services to the humans that are travelling inside the vehicles. This task becomes particularly challenging in complex urban environments, especially when communication occurs over millimeter wave (mmWave) frequency bands, due to the fragmented coverage of cells in such situations. This paper studies the performance gains that is feasible when the trajectory of the Autonomous Vehicle (AV) is selected according to the QoS that the 6G network can provide in different parts of a Manhattan grid layout. More precisely, a graph is constructed in which the nodes are the crossroads and the weight of the edges connecting nodes is proportional to the minimum Spectral Efficiency (SE) across the streets that connect the given intersections. Then, the end-to-end trajectory of the vehicle can be selected based on the Maximizing the Minimum (Max-Min) scheme, which maximizes the minimum SE, encountered by the AV. The simulation results show that the proposed Max-Min scheme achieves significant performance improvements, delivering notable gains in the order of 40%-60% (20%-30%) are observed for 10th (50th) percentile SE, when the trajectory from the starting point to the destination is optimized based on the coverage of the mobile network.","2169-3536","","10.1109/ACCESS.2025.3543204","ASPIRE Award for Research Excellence under Grant Abu Dhabi Award for Research Excellence (AARE-2020)-368; United Arab Emirates University (UAEU); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10891763","6G;autonomous driving;vehicle-to-network communication;QoS;trajectory planning;urban area;mmWave","Base stations;Quality of service;Millimeter wave communication;Trajectory;Signal to noise ratio;Reflection;Interference;6G mobile communication;Urban areas;Roads","","","","28","CCBY","18 Feb 2025","2025","","IEEE","IEEE Journals"
"Continuous AoA–ToF Maps Feature for Single-Pair Wi-Fi Sensing of Human Activity Recognition","Y. Ge; J. Wang; S. Li; L. Yu; C. Tang; M. Ali Imran; Q. H. Abbasi","James Watt School of Engineering, University of Glasgow, Glasgow, U.K.; James Watt School of Engineering, University of Glasgow, Glasgow, U.K.; James Watt School of Engineering, University of Glasgow, Glasgow, U.K.; James Watt School of Engineering, University of Glasgow, Glasgow, U.K.; School of Electronic and Information, Northwestern Polytechnical University, Shenzhen, China; James Watt School of Engineering, University of Glasgow, Glasgow, U.K.; James Watt School of Engineering, University of Glasgow, Glasgow, U.K.",IEEE Sensors Journal,"13 Nov 2025","2025","25","22","42029","42040","Human activity recognition (HAR) via Wi-Fi sensing has emerged as a pivotal technology for smart environments, offering device-free, privacy-preserving monitoring. However, existing methods often face limitations in feature representation efficiency and generalization under constrained hardware setups. In this work, we propose continuous angle-of-arrival and time-of-flight maps (CATM), a novel and easily learnable feature extraction framework that jointly encodes spatial and temporal dynamics of human activities using commercial Wi-Fi devices. By integrating smoothed channel state information (CSI) with MUSIC-based signal processing, CATM constructs 2-D heatmaps that unify angle-of-arrival (AoA) and time-of-flight (ToF) features, enabling robust representation of both coarse and fine-grained movements. Unlike conventional approaches relying on fragmented temporal or spectral features, CATM inherently embeds continuous spatiotemporal patterns that simplify downstream model learning. Our lightweight Res-BiLSTM network, trained on CATM features, achieves 93.2% accuracy across eight activities and five users, under three displacement ways, and outperforms other single-domain methods. Crucially, CATM demonstrates exceptional transferability: when adapted to unseen device placements, the framework retains 80% accuracy with only 20% retraining data, significantly reducing dependence on extensive labeled datasets. These results demonstrate that CATM provides a more informative feature extraction method compared to traditional approaches relying on CSI amplitude and Doppler information for HAR.","1558-1748","","10.1109/JSEN.2025.3616769","U.K. EPSRC CHEDDAR Communications Hub(grant numbers:EP/X040518/1,EP/Y037421/1,ARCOM EP/Z533609/1,EP/T021020/1,EP/T021063/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11195979","Angle of arrival;human activity recognition;transfer learning;Wi-Fi sensing","Wireless fidelity;Human activity recognition;Sensors;Feature extraction;Monitoring;Accuracy;Radar tracking;Data mining;Internet of Things;Hardware","","","","35","IEEE","7 Oct 2025","15 Nov.15, 2025","","IEEE","IEEE Journals"
"Enhanced Deep Learning Approach Based on the Deep Convolutional Encoder–Decoder Architecture for Electromagnetic Inverse Scattering Problems","H. M. Yao; L. Jiang; W. E. I. Sha","Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong; Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong; Key Laboratory of Micro-Nano Electronic Devices and Smart Systems of Zhejiang Province, College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, China",IEEE Antennas and Wireless Propagation Letters,"6 Jul 2020","2020","19","7","1211","1215","This letter proposes a novel deep learning (DL) approach to resolve the electromagnetic inverse scattering (EMIS) problems. The conventional approaches of resolving EMIS problems encounter assorted difficulties, such as high contrast, high computational cost, inevitable intrinsic nonlinearity, and strong ill-posedness. To surmount these difficulties, a novel DL approach is proposed based on a novel complex-valued deep fully convolutional neural network structure. The proposed complex-valued deep learning model for solving EMIS problems composes of an encoder network and its corresponding decoder network, followed by a final pixel-wise regression layer. The complex-valued encoder network extracts feature fragments from received scattered field data, while the role of the complex-valued decoder network is mapping the feature fragments to retrieve the final contrasts (permittivities) of dielectric scatterers. Hence, the proposed deep learning model functions as an “heterogeneous” transformation process, where measured scattering field data is converted into the corresponding contrasts of scatterers. As a consequence, the EMIS problem could be resolved accurately even for extremely high-contrast targets. Numerical benchmarks have illustrated the feasibility and accuracy of our proposed approach. The proposed approach opens a novel path for the deep learning-based real-time quantitative microwave imaging for high-contrast scatterers.","1548-5757","","10.1109/LAWP.2020.2995455","Research Grants Council of Hong Kong(grant numbers:GRF 17207114,GRF 17210815); Asian Office of Aerospace Research and Development(grant numbers:FA2386-17-1-0010); National Natural Science Foundation of China(grant numbers:61271158); Hong Kong University Grants Committee(grant numbers:AoE/P04/08); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9095348","Convolutional neural network;deep learning (DL);electromagnetic inverse scattering (EMIS);high-contrast scatterer","Electromagnetic interference;Machine learning;Decoding;Scattering;Mathematical model;Receivers;Encoding","","93","","49","IEEE","18 May 2020","July 2020","","IEEE","IEEE Journals"
"SAR/ISAR imagery from gapped data: maximum or minimum entropy?","Xiaojian Xu; XiaoBin Feng","School of Electronic and Information Engineering, Beihang University, Beijing, China; National Electromagnetic Scattering Laboratory, Beijing, China",2005 IEEE Antennas and Propagation Society International Symposium,"12 Dec 2005","2005","2A","","668","671 vol. 2A","In UWB synthetic aperture radar (SAR) or inverse SAR (ISAR) imagery, there are several special cases leading to the collections of fragmented (or gapped) data. Both spectrally fragmented waveforms and interrupted SAR data collection result in data gaps, which in turn lead to sidelobe severely corrupted radar images. In these cases, innovative image processing techniques must be developed to recover the degraded images. Different algorithms have proposed in the past. We concentrate on radar imagery from randomly gapped data. Two image processing algorithms based on either maximum or minimum entropy, namely, the Burg algorithm and the alternative iteration deconvolution based on minimum entropy (AIDME) are compared. The performance comparison of the two algorithms suggests a new processing procedure to combine the merits of both techniques for optimal SAR/ISAR imagery from gapped data.","1947-1491","0-7803-8883-6","10.1109/APS.2005.1551900","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1551900","","Entropy;Image segmentation;Synthetic aperture radar;Radar imaging;Azimuth;Frequency estimation;Extrapolation;Ultra wideband radar;Ground penetrating radar;History","","3","1","8","IEEE","12 Dec 2005","3-8 July 2005","3-8 July 2005","IEEE","IEEE Conferences"
"Microwave irradiator in the form of a piece of rectangular waveguide with dielectric insertion and narrow slot","N. K. Blinova; L. P. Yatsuk; A. V. Selutin","V. N. Karazin Kharkiv National University, Kharkiv, Ukraine; V. N. Karazin Kharkiv National University, Kharkiv, Ukraine; V. N. Karazin Kharkiv National University, Kharkiv, Ukraine",2017 XI International Conference on Antenna Theory and Techniques (ICATT),"11 Jul 2017","2017","","","246","249","The microwave irradiator in the form of a piece of a rectangular waveguide with a dielectric insert inside and a narrow slot in the end wall was experimentally investigated. The irradiated object is located near the slot in the outer region. It is shown that with the help of a dielectric insert it is possible to practically completely match this system, which ensures a high efficiency of irradiation of fragments of a material medium or dielectric samples of finite dimensions.","","978-1-5386-2921-5","10.1109/ICATT.2017.7972633","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7972633","rectangular waveguide;slot;dielectric insert;microwave irradiator","Dielectrics;Plugs;Rectangular waveguides;Optimized production technology;Microwave FET integrated circuits;Microwave integrated circuits;Microwave theory and techniques","","4","","8","IEEE","11 Jul 2017","24-27 May 2017","24-27 May 2017","IEEE","IEEE Conferences"
"A New Way to Integrate Physics-Based Channel Models in Communication System Design","N. Sood; X. Zhang; S. Baroudi; J. Liebeherr; C. D. Sarris","Department of Electrical and Computer Engineering, University of Toronto, Toronto, ON, Canada; Department of Electrical and Computer Engineering, University of Toronto, Toronto, ON, Canada; Department of Electrical and Computer Engineering, University of Toronto, Toronto, ON, Canada; Department of Electrical and Computer Engineering, University of Toronto, Toronto, ON, Canada; Department of Electrical and Computer Engineering, University of Toronto, Toronto, ON, Canada",2018 IEEE International Symposium on Antennas and Propagation & USNC/URSI National Radio Science Meeting,"13 Jan 2019","2018","","","553","554","Wireless communication system design is traditionally carried out in a rather sequential manner. As a result, propagation modeling and network protocol design have largely evolved as independent areas. This conventional fragmented approach does not fully capitalize on potential efficiencies during the design of communication systems. This paper proposes an integrated approach for communication system design, which is illustrated using an example of optimizing access point locations in a curved rectangular tunnel. The simple yet insightful example demonstrates the benefits of co-developing the wireless channel models and network protocol design and hence paves the way for further develooment of this intearated aooroach.","1947-1491","978-1-5386-7102-3","10.1109/APUSNCURSINRSM.2018.8608219","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8608219","","Protocols;Wireless communication;Channel models;Receivers;Channel estimation;Optimization","","2","","5","IEEE","13 Jan 2019","8-13 July 2018","8-13 July 2018","IEEE","IEEE Conferences"
"Segmentation for detecting buildings in infrared space images","A. N. Gorobets","V. N. Karazin Kharkiv National University, Kharkiv, Ukraine",2017 XI International Conference on Antenna Theory and Techniques (ICATT),"11 Jul 2017","2017","","","364","366","The given work describes a new technique of image segmentation, in particular for building detection on radar or infrared Earth-observation images. The method is based on property of most man-made objects which consist in straight edges and mostly right angles. The developed 2D adaptive image filter assists to detect straight edges even if given image fragment has a low contrast and has been extremely noised, in addition, if an object edge has been distorted, for example, by interference in the SAR azimuth channel, the filter compensates for distortions which do not exceed the specified value. The next processing of line-segment list without image raster works faster and allows detecting a relatively small set of possible targets. This approach could be used as addition for neural networks as well as provide assistance in preparing of training data set.","","978-1-5386-2921-5","10.1109/ICATT.2017.7972664","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7972664","image processing;computer vision;object detection;adaptive filtering;neural networks training","Image edge detection;Buildings;Kernel;Azimuth;Feature extraction;Image segmentation;Histograms","","2","","15","IEEE","11 Jul 2017","24-27 May 2017","24-27 May 2017","IEEE","IEEE Conferences"
"Study of pulse signal propagation in urban environment by the finite-difference method","V. L. Pazynin; Y. K. Sirenko","National Academy of Sciences of Ukraine, Ukraine; National Academy of Sciences of Ukraine, Ukraine",4th International Conference on Antenna Theory and Techniques (Cat. No.03EX699),"27 Oct 2003","2003","2","","705","707 vol.2","The finite-difference method in the time domain is proposed for the analysis of transient processes in an urban environment, building floors, etc. For the sake of best efficiency, the finite-difference method is equipped with exact absorbing boundary conditions. This permits an open problem to be reduced to a closed one. The developed algorithm is illustrated by an example of a pulse response function calculation for a particular urban fragment. The approach developed is universal and can be used in the study of various problems ranging from the problems of pulse signal multichannel propagation in an urban environment or between separate floors of buildings to the problems of electromagnetic compatibility of various electronic devices and electromagnetic safety problems.","","0-7803-7881-4","10.1109/ICATT.2003.1238842","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1238842","","Finite difference methods;Transient analysis;Floors;Electromagnetic compatibility;Time domain analysis;Boundary conditions;Electromagnetic transients;Electromagnetic propagation;Electromagnetic devices;Safety devices","","","","7","IEEE","27 Oct 2003","9-12 Sept. 2003","9-12 Sept. 2003","IEEE","IEEE Conferences"
